utterance,category,intent
"i got an error when i attempted to pay, but my card was charged anyway, what can i do to notiby it?",PAYMENT,payment_issue
"i wanna inform of an issue with my payment, what should i do?",PAYMENT,payment_issue
i have a issue  paying with card and i wanna inform of it,PAYMENT,payment_issue
"I got an error message when I tried to pay, but I was charged anyway, how do I report it?",PAYMENT,payment_issue
"i have a problem when trying to pay with card, inform of it",PAYMENT,payment_issue
"I have a problem paying for my online order, help me inform of it",PAYMENT,payment_issue
where do I report problems making a payment?,PAYMENT,payment_issue
can i report an issue paying?,PAYMENT,payment_issue
"I get an error message when I try to pay, what do I have to do?",PAYMENT,payment_issue
"an error message pops when i try to make a payment, what can i do?",PAYMENT,payment_issue
"I have an issue when trying to pay, can I report it?",PAYMENT,payment_issue
"I have an issue paying with card, report it",PAYMENT,payment_issue
I need hepl solving a problem with my payment,PAYMENT,payment_issue
"ask an agent where i could report an issue paying , please",PAYMENT,payment_issue
ask an agent how i can solve payment problems,PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, I need help notifying it",PAYMENT,payment_issue
"i have a problem when trying to pay with card, i need help informing of it, please",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but I was charged anyway, I need help reporting it",PAYMENT,payment_issue
"i haev an issue making an payment with card, can u help me?",PAYMENT,payment_issue
"ask an agent if i can notify paymednt problems, please",PAYMENT,payment_issue
"I got an error when I tried to pay, but my card was charged anyway, can I inform of it?",PAYMENT,payment_issue
"I got an error message hwen I tried to make a payment, but my card was charged anyway, can I notify it?",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, what do I have to do to notify it?",PAYMENT,payment_issue
"I got an error when I atetmpted to pay, but my card was charged anyway, can you inform of it?",PAYMENT,payment_issue
"i have a problem making a payment with card, i need help reporting it",PAYMENT,payment_issue
"I have a issue when trying to pay with card, help me notify it",PAYMENT,payment_issue
"i got an error message when i tried to make a payment, but i was charged anyway and id like to inform of it",PAYMENT,payment_issue
"i got an error when i tried to pay, but my card was charged anyway, can i notify it?",PAYMENT,payment_issue
how do I notify issues with my payment?,PAYMENT,payment_issue
"I got an error when I tried to pay , but my card was charged anyway, how can I inform of it?",PAYMENT,payment_issue
can u ask an agent to notify issues paying ?,PAYMENT,payment_issue
help me report issues making a payment,PAYMENT,payment_issue
I need help solving issues making a payment,PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway, what should I do to inform of it?",PAYMENT,payment_issue
"I got an error when I tried to pay, but my card was charged anyway,  what should I do?",PAYMENT,payment_issue
"i got an error message when i attempted to pay, but my card was charged anyway and i want to inform of it",PAYMENT,payment_issue
"I have an  issue paying for my online order, help me inform of it",PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, help me report it",PAYMENT,payment_issue
"i have a problem when trying to pay with card, i need help notifying it, please",PAYMENT,payment_issue
"can oyu ask an agent how I can notify problems with my payment, please ?",PAYMENT,payment_issue
"I have an issue when trying to pay with card, what should I do?",PAYMENT,payment_issue
"I get an error when I try to make a payment with card, what should I do?",PAYMENT,payment_issue
"i got an error when i attempted to pay, but my card was charged anyway, report it",PAYMENT,payment_issue
"I have a problem when trying to make a payment, can you notify it?",PAYMENT,payment_issue
"i get an error message when i attempt to make a payment for my online order, what should i do?",PAYMENT,payment_issue
"I have a problem when trying to make a payment, help me inform of it",PAYMENT,payment_issue
I want to solve a problem paying,PAYMENT,payment_issue
"i got an error message when i tried to pay, but my card was charged anyway, can u report it, please?",PAYMENT,payment_issue
"I got an error when I attempted to pay, but I was charged anyway, help me report it",PAYMENT,payment_issue
can u ask an agent if i can notify a problem paying?,PAYMENT,payment_issue
how can I solve issues making a payment?,PAYMENT,payment_issue
where to report problems making a payment,PAYMENT,payment_issue
"please, could you ask an agent if I can notify problems making a payment?",PAYMENT,payment_issue
"please, can u ask an agent how i could notify fucking problems paying?",PAYMENT,payment_issue
"I want to notify an issue with my payment, what can I do?",PAYMENT,payment_issue
"could u ask an agent how i could notify fucking issues with my payment, please?",PAYMENT,payment_issue
"I have a problem paying for my order, what co I have to do to notify it?",PAYMENT,payment_issue
"I get an error when I try to make a payment with card, what do I have to do?",PAYMENT,payment_issue
"i get an error message when i attempt to pay for my order, what do i  have to do?",PAYMENT,payment_issue
"I got an error when I attempted to make a payment, but I was charged anyway, what can I do to report it?",PAYMENT,payment_issue
"I have an issue when trying to pay for myu online order, how do I notify it?",PAYMENT,payment_issue
could u ask an agent how i cn solve a payment problem ?,PAYMENT,payment_issue
where could i inform of fucking payment issues?,PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but I was charged anyway, help me inform of it",PAYMENT,payment_issue
"I have a problem paying, notify it",PAYMENT,payment_issue
"I got an error message when I attempted to pay, but my card was charged anyway, what should I do to report it?",PAYMENT,payment_issue
can u ask an agent how to report an issue making a payment?,PAYMENT,payment_issue
"I have an issu paying for my online order, can I notify it?",PAYMENT,payment_issue
ask an agent where to report a payment issue,PAYMENT,payment_issue
"I got an error message when I tried to make a payment, but my card was charged anyway, what should I do to notify it?",PAYMENT,payment_issue
"I got an error when I tried to pay, but my card was charged anyway, can you notify it?",PAYMENT,payment_issue
"I have an issue when trying to pay with card, notify it",PAYMENT,payment_issue
"I got an error message when I tried to pay, but I was charged anyway, how do I notify it?",PAYMENT,payment_issue
help me solve a payment issue,PAYMENT,payment_issue
ask an agent how i could solve problems with my payment,PAYMENT,payment_issue
ask an agent how to report a problem with my payment,PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, what do I have to do to inform of it?",PAYMENT,payment_issue
I need help notifying problems making a payment,PAYMENT,payment_issue
"i have a problem paying for my online order, what should i do to report it?",PAYMENT,payment_issue
"i have a problem paying for my order, what should i do to notify it?",PAYMENT,payment_issue
"i got an error message when i tried to make a payment, but my card was charged anyway, what should i do to report it?",PAYMENT,payment_issue
i have an issue making a payment with card and i wanna inform fo it,PAYMENT,payment_issue
"the transfer was declined, what can i do?",PAYMENT,payment_issue
"I have an issue when trying to pay with card, what do I have to do?",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway , what can I do?",PAYMENT,payment_issue
"can u ask an agent where i can inform of a fucking payment problem , please?",PAYMENT,payment_issue
I want to  solve problems paying,PAYMENT,payment_issue
"ask an agent how i could inform of a fucking issuepaying, please",PAYMENT,payment_issue
where to informof paynent problems,PAYMENT,payment_issue
i have an issue making a payment and i wanna inform of it,PAYMENT,payment_issue
"could you ask an agent how I can solve problems with my payment, please?",PAYMENT,payment_issue
I want to solve an issue making a payment,PAYMENT,payment_issue
I have an issue when trying to make a payment and I want to notify it,PAYMENT,payment_issue
